artist_name,valence,energy,danceability,acousticness,tempo,artist_clean
Doctora Juguetes;Felpita;Lambie;Hallie,0.617,0.6679999999999999,0.41700000000000004,0.546,0.81857,doctora juguetes;felpita;lambie;hallie
Doctora Juguetes;Felpita;Lambie;Lula,0.851,0.738,0.767,0.522,0.75044,doctora juguetes;felpita;lambie;lula
Doctora Juguetes;Felpita;Lambie;Mona,0.412,0.651,0.58,0.574,0.849845,doctora juguetes;felpita;lambie;mona
Doctora Juguetes;Felpita;Lambie;Pepinilla,0.782,0.452,0.767,0.308,0.649765,doctora juguetes;felpita;lambie;pepinilla
Doctora Juguetes;Felpita;Lambie;Ronda Rescate,0.581,0.932,0.672,0.545,0.7091200000000001,doctora juguetes;felpita;lambie;ronda rescate
Doctora Juguetes;Lambie,0.567,0.761,0.505,0.801,0.662405,doctora juguetes;lambie
Doctora Juguetes;Lambie;Felpita;Aurora,0.964,0.626,0.691,0.311,0.398345,doctora juguetes;lambie;felpita;aurora
Doctora Juguetes;Lambie;Hallie,0.433,0.662,0.769,0.719,0.619205,doctora juguetes;lambie;hallie
Doctora Juguetes;Lambie;Hallie;Gustavo,0.664,0.879,0.42,0.762,0.89373,doctora juguetes;lambie;hallie;gustavo
Doctora Juguetes;Lambie;Tumbalín,0.979,0.713,0.716,0.294,0.449525,doctora juguetes;lambie;tumbalín
Document One,0.23009999999999997,0.9143333333333333,0.6429999999999999,0.01712,0.7257916666666667,document one
Document One;Levela,0.272,0.756,0.627,0.00228,0.869975,document one;levela
Document One;Takura,0.297,0.887,0.578,0.00034,0.850375,document one;takura
Dodge & Fuski;Nasko;The Arcturians;Control Freak;Deadlyft,0.21,0.955,0.609,0.0122,0.37502,dodge & fuski;nasko;the arcturians;control freak;deadlyft
Dodge & Fuski;Nick Thayer,0.411,0.861,0.789,0.0242,0.499855,dodge & fuski;nick thayer
Dodge & Fuski;Nick Thayer;Barely Alive,0.548,0.955,0.575,0.000179,0.5002,dodge & fuski;nick thayer;barely alive
Dodge & Fuski;Virtual Riot,0.208,0.995,0.529,0.00866,0.374905,dodge & fuski;virtual riot
Dodge & Fuski;Virus Syndicate,0.861,0.945,0.699,0.0289,0.7497499999999999,dodge & fuski;virus syndicate
Dodô Pressão,0.9033333333333333,0.6476666666666667,0.8163333333333332,0.447,0.7397933333333334,dodô pressão
Dog Music,0.059,0.00257,0.164,0.974,0.332365,dog music
Dohzi-T,0.587,0.613,0.607,0.727,0.8436750000000001,dohzi-t
Doja Cat,0.5610833333333333,0.7715,0.7373333333333333,0.16435833333333333,0.6112520833333334,doja cat
Doja Cat;SZA,0.7615000000000001,0.703,0.763,0.247,0.554845,doja cat;sza
Doja Cat;The Weeknd,0.436,0.621,0.828,0.0164,0.64493,doja cat;the weeknd
Dokken,0.25366666666666665,0.832,0.36733333333333335,0.007653333333333334,0.7469783333333333,dokken
Dold Vorde Ens Navn,0.131,0.932,0.338,1.69e-05,0.79987,dold vorde ens navn
Dolly Parton,0.6108,0.5546,0.5602,0.5202,0.497653,dolly parton
Dolly Parton;Jimmy Fallon,0.361,0.755,0.42,0.593,0.74959,dolly parton;jimmy fallon
Dolly Parton;Kenny Rogers,0.7355,0.4985,0.6014999999999999,0.6805000000000001,1.0,dolly parton;kenny rogers
Dolly Parton;Michael Bublé,0.652,0.515,0.658,0.678,0.550445,dolly parton;michael bublé
Dolu Kadehi Ters Tut,0.45766666666666667,0.427,0.6476666666666667,0.467,0.4480566666666667,dolu kadehi ters tut
Dolunay Obruk,0.538,0.389,0.742,0.395,0.54982,dolunay obruk
Dom & Roland,0.0348,0.878,0.29,3.12e-05,0.870275,dom & roland
Dom & Roland;Klute;Technical Itch,0.0819,0.939,0.379,0.00291,0.8593850000000001,dom & roland;klute;technical itch
Dom Dolla,0.3792857142857143,0.7742857142857142,0.8042857142857143,0.024079999999999997,0.618665,dom dolla
Dom Dolla;Clementine Douglas,0.238,0.94,0.609,0.00124,0.640005,dom dolla;clementine douglas
Dom Dolla;Clementine Douglas;Matt Guy,0.484,0.929,0.78,0.177,0.65015,dom dolla;clementine douglas;matt guy
Dom Dolla;Go Freek,0.32,0.808,0.405,0.18,0.6102150000000001,dom dolla;go freek
Dom Dolla;Mansionair,0.427,0.891,0.633,0.0296,0.6301100000000001,dom dolla;mansionair
Dom Dolla;Mansionair;Nora En Pure,0.174,0.941,0.643,0.0599,0.63005,dom dolla;mansionair;nora en pure
Dom Dolla;Mansionair;Tinlicker,0.025,0.975,0.588,0.00919,0.61995,dom dolla;mansionair;tinlicker
Dom Dolla;Torren Foot,0.644,0.71,0.758,0.00757,0.6099,dom dolla;torren foot
Dom Zły,0.0368,0.9,0.171,5.22e-05,0.60017,dom zły
Dombresky,0.863,0.934,0.847,0.00783,0.6301749999999999,dombresky
Dombresky;Crusy,0.611,0.962,0.653,0.000851,0.62985,dombresky;crusy
Dombresky;Ricky Ducati;Donnie Sloan,0.762,0.805,0.675,0.0765,0.610085,dombresky;ricky ducati;donnie sloan
Domchez;Donita,0.378,0.638,0.739,0.239,0.79955,domchez;donita
Domingo Federico,0.5790000000000001,0.27266666666666667,0.624,0.9303333333333333,0.621485,domingo federico
Domingo Quiñones,0.8969999999999999,0.7816666666666666,0.5936666666666667,0.5876666666666667,0.47009999999999996,domingo quiñones
Dominguinhos,0.8693333333333334,0.7261666666666667,0.5901666666666666,0.5141666666666667,0.8059733333333333,dominguinhos
Dominguinhos;Gilberto Gil,0.811,0.823,0.501,0.441,0.774995,dominguinhos;gilberto gil
Dominic,0.781,0.979,0.545,0.0468,0.7503,dominic
Dominic Fike,0.4613333333333333,0.8156666666666667,0.7183333333333334,0.3383333333333334,0.5533516666666666,dominic fike
Dominic Fike;Zendaya,0.3972,0.2904,0.3622,0.8382,0.739136,dominic fike;zendaya
Dominic Lewis,0.331,0.506,0.387,0.00907,0.6995950000000001,dominic lewis
Dominic Mena,0.165,0.258,0.592,0.875,0.65015,dominic mena
Dominik Eulberg,0.23226,0.5956,0.637,0.159876,0.578022,dominik eulberg
Dominik Eulberg;Essáy,0.679,0.668,0.747,0.314,0.61503,dominik eulberg;essáy
Dominik Grey,0.249,0.576,0.659,0.698,0.86512,dominik grey
Dominique A,0.221,0.362,0.541,0.542,0.602975,dominique a
Dominique Charpentier,0.186,0.105,0.323,0.936,0.8370350000000001,dominique charpentier
Dominique Marais,0.1424,0.1218,0.2835,0.993,0.5799049999999999,dominique marais
Dommin,0.515,0.905,0.631,0.102,0.69482,dommin
Domshe,0.172,0.488,0.686,3.89e-05,0.624995,domshe
Domshe;Carlo Lio,0.482,0.959,0.719,0.154,0.64997,domshe;carlo lio
Don André,0.0803,0.463,0.667,0.131,0.48526,don andré
Don Diablo,0.259,0.7635,0.711,0.09820000000000001,0.6402425,don diablo
Don Diablo;AR/CO,0.572,0.71,0.815,0.129,0.614835,don diablo;ar/co
Don Diablo;Galantis,0.161,0.866,0.633,0.0246,0.47529499999999997,don diablo;galantis
Don Diablo;Imanbek;Trevor Daniel,0.504,0.784,0.477,0.108,0.399435,don diablo;imanbek;trevor daniel
Don Diablo;Jessie J,0.542,0.874,0.654,0.169,0.59925,don diablo;jessie j
Don Diablo;Keanu Silva,0.559,0.896,0.748,0.314,0.625105,don diablo;keanu silva
Don Diablo;KiFi,0.359,0.71,0.619,0.136,0.62053,don diablo;kifi
Don Diablo;PnB Rock;Boaz van de Beatz,0.289,0.651,0.738,0.073,0.615005,don diablo;pnb rock;boaz van de beatz
Don Diablo;Zak Abel,0.6724,0.7668,0.7934,0.4372,0.6198509999999999,don diablo;zak abel
Don Gibson,0.59775,0.45475,0.56775,0.6539999999999999,0.43474375000000004,don gibson
Don Henley,0.8713636363636365,0.7133636363636364,0.516,0.42463636363636365,0.8863777272727272,don henley
Don L,0.5516,0.6674,0.5902000000000001,0.27640000000000003,0.6236940000000001,don l
Don L;Diomedes Chinaski,0.405,0.6,0.461,0.44,0.50014,don l;diomedes chinaski
Don L;Fabriccio,0.316,0.673,0.569,0.082,0.6491899999999999,don l;fabriccio
Don L;Flora Matos,0.853,0.633,0.81,0.0404,0.607425,don l;flora matos
Don L;Mateus Fazeno Rock,0.407,0.626,0.509,0.345,0.72501,don l;mateus fazeno rock
Don Li,0.426,0.526,0.613,0.274,0.6405500000000001,don li
Don Mazuck,0.1202,0.03172,0.1126,0.9764999999999999,0.3366125,don mazuck
Don McLean,0.477875,0.41300000000000003,0.5165,0.627375,0.590988125,don mclean
Don Omar,0.804094890510949,0.7818102189781022,0.8001751824817518,0.08989562043795621,0.49749740875912407,don omar
Don Omar;Alexis y Fido,0.611,0.731,0.635,0.163,0.9399850000000001,don omar;alexis y fido
Don Omar;Juan Magán,0.884,0.8619999999999999,0.685,0.00757,0.6401600000000001,don omar;juan magán
Don Omar;Lucenzo,0.8908461538461538,0.9105384615384615,0.699923076923077,0.08043076923076922,0.6502415384615384,don omar;lucenzo
Don Omar;Nio Garcia,0.932,0.8390000000000001,0.711,0.0472,0.89968,don omar;nio garcia
Don Omar;Plan B,0.845,0.859,0.7330000000000001,0.0431,0.850235,don omar;plan b
Don Omar;Sharlene Taule,0.9019999999999999,0.8710000000000001,0.744,0.145,0.86015,don omar;sharlene taule
Don Omar;Tego Calderón,0.79,0.896,0.662,0.318,0.45310999999999996,don omar;tego calderón
Don Omar;Trebol Clan,0.724,0.645,0.819,0.23200000000000004,0.47499,don omar;trebol clan
Don Omar;Zion & Lennox,0.624,0.8160000000000001,0.765,0.124,0.44502500000000006,don omar;zion & lennox
Don Reno,0.968,0.739,0.481,0.197,0.80089,don reno
Don Reno;Bill Harrell;The Tennessee Cut-Ups,0.974,0.729,0.433,0.239,0.67119,don reno;bill harrell;the tennessee cut-ups
Don Spencer,0.657,0.166,0.509,0.931,0.651085,don spencer
Don Spencer;Anne Kirkpatrick,0.843,0.242,0.709,0.874,0.59232,don spencer;anne kirkpatrick
Don Valiyavelicham,0.25525,0.424,0.487,0.57875,0.65882375,don valiyavelicham
Don Valiyavelicham;Aju Philip,0.21400000000000002,0.357,0.43300000000000005,0.433,0.5372875,don valiyavelicham;aju philip
Don Valiyavelicham;Annakutty,0.451,0.503,0.635,0.639,0.7600100000000001,don valiyavelicham;annakutty
Don Valiyavelicham;Charly Sam,0.291,0.64,0.418,0.717,0.8001600000000001,don valiyavelicham;charly sam
Don Valiyavelicham;Ritwik Ashok;Shano George Francis;Kiran Bhanu,0.181,0.273,0.513,0.813,0.69868,don valiyavelicham;ritwik ashok;shano george francis;kiran bhanu
Don Valiyavelicham;Saneesh Paul;Feba Philip,0.395,0.423,0.602,0.603,0.63985,don valiyavelicham;saneesh paul;feba philip
Don Valiyavelicham;Sarah Alex,0.52,0.627,0.549,0.305,0.8000700000000001,don valiyavelicham;sarah alex
Don Valiyavelicham;Shreya,0.405,0.368,0.626,0.835,0.37491,don valiyavelicham;shreya
Don Valiyavelicham;Sreya Anna Joseph,0.271,0.379,0.49,0.786,0.6990850000000001,don valiyavelicham;sreya anna joseph
Don Williams,0.5314,0.3318,0.6195,0.6682,0.5695895,don williams
Dona Cislene,0.961,0.887,0.552,0.0189,0.850015,dona cislene
Dona Ivone Lara,0.80875,0.6247499999999999,0.569125,0.4865,0.511865625,dona ivone lara
Donald Byrd,0.715,0.759,0.557,0.178,0.583735,donald byrd
Donald Duck;Daisy Duck,0.621,0.617,0.588,0.395,0.37473,donald duck;daisy duck
Donald Duck;Goofy,0.504,0.594,0.555,0.624,0.349815,donald duck;goofy
Donata Antoni,0.457,0.226,0.739,0.925,0.629715,donata antoni
Donato Racciatti y Su Orquesta Típica,0.913,0.642,0.592,0.777,0.54271,donato racciatti y su orquesta típica
Donato Racciatti y Su Orquesta Típica;Nina Miranda,0.809,0.477,0.668,0.913,0.6475650000000001,donato racciatti y su orquesta típica;nina miranda
Donato Racciatti y Su Orquesta Típica;Olga Del Grossi,0.577,0.279,0.565,0.85,0.662205,donato racciatti y su orquesta típica;olga del grossi
Donbor,0.37316666666666665,0.773,0.5841666666666666,0.021786666666666666,0.6108716666666666,donbor
Donbor;Brosher,0.494,0.91,0.494,0.0151,0.5100399999999999,donbor;brosher
Donkey Rollers,0.154,0.856,0.58,0.112,0.75024,donkey rollers
Donna Murphy,0.5125,0.2955,0.47650000000000003,0.8274999999999999,0.44955500000000004,donna murphy
Donna Murphy;Delaney Stein,0.1755,0.1795,0.22100000000000003,0.8665,0.355045,donna murphy;delaney stein
Donna Stoneman,0.981,0.836,0.262,0.513,0.8752200000000001,donna stoneman
Donna Summer,0.6405833333333333,0.7613333333333333,0.6528333333333333,0.10310333333333332,0.59109,donna summer
Donnie Ray,0.787,0.574,0.785,0.129,0.499865,donnie ray
Donny Benét,0.398,0.415,0.595,0.685,0.82026,donny benét
Donny Hathaway,0.1645,0.2365,0.39249999999999996,0.7595000000000001,0.555505,donny hathaway
Donovan,0.60225,0.48975,0.48375,0.18419750000000001,0.6066825,donovan
Donovan Woods,0.2475,0.39449999999999996,0.525,0.7525,0.392575,donovan woods
Donovan Woods;Tenille Townes,0.16,0.213,0.322,0.611,0.801945,donovan woods;tenille townes
Doomsday,0.501,0.942,0.413,0.000985,0.7491599999999999,doomsday
Doon Kanda,0.6094999999999999,0.769,0.663,0.23149999999999998,0.715735,doon kanda
Dope,0.5673333333333334,0.9231111111111111,0.5564444444444444,0.0005889222222222223,0.6608372222222223,dope
Dope Ammo;DJ Rap;Jasmine Knight,0.317,0.903,0.59,0.0327,0.874955,dope ammo;dj rap;jasmine knight
Dope Ammo;Jasmine Knight,0.186,0.941,0.452,0.00134,0.8749250000000001,dope ammo;jasmine knight
Dope Ammo;Jasmine Knight;Porky Paul,0.434,0.972,0.436,0.0381,0.8744700000000001,dope ammo;jasmine knight;porky paul
Dope Ammo;Émilie Rachel,0.307,0.91,0.527,0.000789,0.87505,dope ammo;émilie rachel
Dopeboyghost,0.629,0.351,0.561,0.713,0.880685,dopeboyghost
Dopplereffekt,0.577,0.7263333333333333,0.7809166666666667,0.13689166666666666,0.6449720833333333,dopplereffekt
Dora The Explorer,0.8184482758620689,0.6571034482758621,0.737551724137931,0.2896333448275862,0.6000046551724137,dora the explorer
Dorfrocker,0.834,0.9836666666666667,0.702,0.0916,0.5965316666666667,dorfrocker
Dorfrocker;Fättes Blech,0.579,0.9,0.686,0.00328,0.670475,dorfrocker;fättes blech
Dorgival Dantas,0.6158333333333333,0.934,0.4663333333333333,0.412,0.8649166666666667,dorgival dantas
Dorgival Dantas;Bell Marques,0.545,0.913,0.39,0.707,0.888855,dorgival dantas;bell marques
Dorgival Dantas;Cícero Dantas,0.408,0.782,0.373,0.803,0.853305,dorgival dantas;cícero dantas
Dorgival Dantas;Flávio José,0.648,0.882,0.48250000000000004,0.46199999999999997,0.8054049999999999,dorgival dantas;flávio josé
Dorgival Dantas;Gusttavo Lima,0.548,0.951,0.636,0.431,0.83048,dorgival dantas;gusttavo lima
Dorgival Dantas;Leo Santana,0.792,0.89,0.436,0.536,0.820145,dorgival dantas;leo santana
Dorgival Dantas;Xand,0.585,0.756,0.386,0.679,0.86402,dorgival dantas;xand
Dorian,0.548,0.804,0.603,4.75e-05,0.639915,dorian
Doris Casella,0.151,0.0575,0.216,0.994,1.0,doris casella
Doris Day,0.6002,0.24160000000000004,0.596,0.8176,0.568396,doris day
Doris Day;Frank DeVol & His Orchestra,0.7595000000000001,0.3815,0.40800000000000003,0.8594999999999999,0.8826674999999999,doris day;frank devol & his orchestra
Doris Melwin,0.208,0.0028,0.144,0.937,0.38656999999999997,doris melwin
Dorival Caymmi,0.8530000000000001,0.6096666666666667,0.5453333333333333,0.41933333333333334,0.505255,dorival caymmi
Dormida: Por Daniela;Sonidos De Lluvia y Tormentas,0.102,0.116,0.196,0.859,0.24563,dormida: por daniela;sonidos de lluvia y tormentas
Dornenreich,0.39,0.945,0.32,0.000129,0.7639050000000001,dornenreich
Doro,0.262625,0.69075,0.46662499999999996,0.0382325,0.647931875,doro
Doro;Udo Dirkschneider,0.178,0.854,0.324,0.0339,0.42982,doro;udo dirkschneider
Dorothy,0.6695714285714285,0.6567142857142857,0.5652857142857143,0.030928571428571427,0.4586585714285714,dorothy
Dos Minutos,0.438,0.912,0.312,0.000143,0.633485,dos minutos
Dos Santos,0.887,0.722,0.562,0.0132,0.503735,dos santos
Dosem,0.219,0.745,0.648,8.570000000000001e-05,0.62002,dosem
Dosseh,0.401,0.658,0.937,0.207,0.6502849999999999,dosseh
DotEXE,0.329,0.923,0.32,0.00666,0.7242449999999999,dotexe
DoubKore,0.0373,0.902,0.745,0.00159,0.70012,doubkore
Doug Benson,0.4925,0.87,0.506,0.8015,0.576535,doug benson
Doug Blimpstein,0.0333,0.0193,0.131,0.837,0.37646,doug blimpstein
Dougal;Gammer,0.37035,0.9635,0.627,0.00295,0.8502225,dougal;gammer
Dougal;Gammer;Cat Knight,0.114,0.958,0.484,0.000414,0.8502649999999999,dougal;gammer;cat knight
Dougal;Technikore;JTS,0.598,0.905,0.497,0.000487,0.8506699999999999,dougal;technikore;jts
Douglas & Vinicius,0.5714444444444444,0.7557777777777779,0.6374444444444445,0.607111111111111,0.6575655555555556,douglas & vinicius
Douglas Germano,0.903,0.738,0.673,0.602,0.5371549999999999,douglas germano
Douglas Sampa,0.765,0.609,0.671,0.601,0.434805,douglas sampa
Dov Davidoff,0.596,0.749,0.667,0.737,0.57928,dov davidoff
Dow Raiz;Lino Krizz,0.898,0.798,0.731,0.0315,0.8600749999999999,dow raiz;lino krizz
Down for Life,0.0666,0.961,0.173,5.64e-05,0.974055,down for life
Downface,0.153,0.68,0.171,0.0022,0.745385,downface
Downtown Of HongKong,0.0268,0.0753,0.0645,0.951,0.34296,downtown of hongkong
Doyle Lawson & Quicksilver,0.7123333333333334,0.5616666666666666,0.5433333333333333,0.664,0.79716,doyle lawson & quicksilver
Doğan Canku,0.669,0.289,0.4749999999999999,0.926,0.45832,doğan canku
Dpsht,0.433,0.172,0.798,0.894,0.73919,dpsht
Dr LoFi,0.1815,0.587,0.482,0.6795,0.37702250000000004,dr lofi
Dr Meaker,0.536,0.948,0.581,0.00306,0.78976,dr meaker
Dr Meaker;Lorna King,0.189,0.945,0.538,0.000214,0.87993,dr meaker;lorna king
Dr Meaker;Romaine Smith,0.0919,0.63,0.506,0.000314,0.87042,dr meaker;romaine smith
Dr Meaker;Romaine Smith;Serum,0.199,0.95,0.553,0.0177,0.8748900000000001,dr meaker;romaine smith;serum
Dr Meaker;Voltage,0.313,0.965,0.589,0.000206,0.87983,dr meaker;voltage
Dr Meaker;Yolanda,0.54,0.953,0.575,0.00178,0.437575,dr meaker;yolanda
Dr Phunk,0.342,0.819,0.673,0.141,0.37990999999999997,dr phunk
Dr Rude,0.37,0.987,0.552,0.00685,0.739835,dr rude
Dr Rude;Crude Intentions,0.256,0.871,0.61,0.00366,0.7746649999999999,dr rude;crude intentions
Dr Rude;Otto Wunderbar,0.582,0.958,0.626,0.031,0.775235,dr rude;otto wunderbar
Dr Zeus;Master Rakesh;Shortie;Deepti,0.764,0.858,0.756,0.035,0.5099199999999999,dr zeus;master rakesh;shortie;deepti
Dr. Acula,0.106,0.959,0.334,0.00221,0.662745,dr. acula
Dr. Alban,0.472,0.933,0.655,0.00328,0.643495,dr. alban
Dr. Blesson Memana,0.44799999999999995,0.5443333333333333,0.5025000000000001,0.4881666666666667,0.624245,dr. blesson memana
Dr. Burn,0.633,0.637,0.792,0.31,0.50012,dr. burn
Dr. Dog,0.575,0.82,0.454,0.132,0.831515,dr. dog
Dr. Dre;Eminem,0.638,0.8045,0.9215,0.09284999999999999,0.62751,dr. dre;eminem
Dr. Dre;Eminem;Skylar Grey,0.397,0.946,0.594,0.0869,0.77913,dr. dre;eminem;skylar grey
Dr. Dre;Eminem;Xzibit,0.77,0.821,0.772,0.223,0.45960500000000004,dr. dre;eminem;xzibit
Dr. Dre;Snoop Dogg,0.4543333333333333,0.8196666666666667,0.8513333333333333,0.11603333333333334,0.47026166666666663,dr. dre;snoop dogg
Dr. Dre;Snoop Dogg;Akon,0.375,0.866,0.444,0.000622,0.47484000000000004,dr. dre;snoop dogg;akon
Dr. Feelgood,0.969,0.675,0.585,0.024,0.7777299999999999,dr. feelgood
Dr. Hook,0.874,0.768,0.593,0.0535,0.5520499999999999,dr. hook
Dr. Jean Feldman,0.966,0.307,0.868,0.468,0.549345,dr. jean feldman
Dr. John,0.83775,0.603375,0.504875,0.64325,0.663401875,dr. john
Dr. Peacock,0.1837,0.976,0.519,0.07413666666666667,0.6667066666666667,dr. peacock
Dr. Peacock;Billx,0.2725,0.9744999999999999,0.6315,0.25444999999999995,0.49999,dr. peacock;billx
Dr. Peacock;Sefa,0.0388,0.993,0.481,0.000505,0.5000399999999999,dr. peacock;sefa
Dr. SWAG,0.563,0.461,0.795,0.0806,0.5948599999999999,dr. swag
Dr. Silvana & Cia.,0.811,0.786,0.505,0.419,0.762035,dr. silvana & cia.
Draconian,0.136,0.7,0.378,0.000379,0.465,draconian
Drago200;Ak4:20,0.6365000000000001,0.78775,0.70875,0.09407499999999999,0.571025,drago200;ak4:20
DragonForce,0.23714285714285716,0.8760714285714286,0.24435714285714288,0.05275865714285714,0.84605,dragonforce
Dragonette;Sunnery James & Ryan Marciano;Cat Dealers;Bruno Martini,0.36,0.649,0.768,0.107,0.610045,dragonette;sunnery james & ryan marciano;cat dealers;bruno martini
Dragonette;Sunnery James & Ryan Marciano;Cat Dealers;Bruno Martini;Les Bisous,0.534,0.71,0.76,0.0644,0.615165,dragonette;sunnery james & ryan marciano;cat dealers;bruno martini;les bisous
Dragonfly,0.40549999999999997,0.958,0.5945,0.0057925,0.621435,dragonfly
Drake,0.357,0.449,0.754,0.0332,0.385845,drake
Drake;21 Savage,0.366,0.673,0.529,0.000307,0.8296049999999999,drake;21 savage
Drake;Travis Scott,0.292,0.465,0.666,0.0503,0.839685,drake;travis scott
Drake;Wizkid;Kyla,0.408,0.6116666666666667,0.7893333333333334,0.008579999999999999,0.519745,drake;wizkid;kyla
Drawn To The Sky,0.605,0.566,0.507,0.806,0.38006,drawn to the sky
Dream,0.268,0.81,0.576,0.00835,0.63247,dream
Dream Evil,0.22085714285714286,0.9304285714285714,0.38499999999999995,0.001826242857142857,0.66993,dream evil
Dream Flows,0.0732,0.0883,0.156,0.937,0.685995,dream flows
Dream House,0.169,0.0191,0.2,0.988,0.36326,dream house
Dream Note,0.28,0.32984615384615384,0.6053846153846154,0.7408461538461538,0.5674665384615385,dream note
Dream Theater,0.3745,0.738,0.45325,0.073966275,0.64466625,dream theater
Dream Your Dream,0.1403,0.75875,0.68825,0.29175,0.7728987500000001,dream your dream
Dream on Dreamer,0.232,0.914,0.399,0.0521,0.8600249999999999,dream on dreamer
DreamReaper,0.62125,0.8925,0.5635,0.0015497,0.581305,dreamreaper
DreamReaper;MAGNAVOLT,0.575,0.98,0.508,0.000592,0.475025,dreamreaper;magnavolt
Dreamcatcher,0.67,0.947,0.683,0.00632,0.50012,dreamcatcher
Dreamer Boy;BENEE,0.145,0.737,0.559,0.331,0.63519,dreamer boy;benee
Dreamgirl,0.128,0.457,0.178,0.834,0.9017149999999999,dreamgirl
DrefQuila,0.5233333333333333,0.5653333333333334,0.733,0.4123333333333334,0.5130916666666666,drefquila
Drei Meter Feldweg,0.6325000000000001,0.958,0.5209999999999999,0.004635,0.5128225,drei meter feldweg
Drei Rana,0.672,0.285,0.686,0.689,0.5199750000000001,drei rana
Drei Rana;Selena Marie,0.113,0.462,0.505,0.623,0.6995699999999999,drei rana;selena marie
Drew Holcomb & The Neighbors,0.4048,0.332,0.5873999999999999,0.7896,0.528292,drew holcomb & the neighbors
Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,0.741,0.81,0.625,0.146,0.52033,drew holcomb;ellie holcomb;drew holcomb & the neighbors
Drew Sarich,0.227,0.438,0.343,0.669,0.67658,drew sarich
Drew Sarich;Ensemble,0.476,0.73,0.51,0.522,0.45378,drew sarich;ensemble
Dreweeris Band,0.8633333333333333,0.7513333333333333,0.8039999999999999,0.3539999999999999,0.5497416666666667,dreweeris band
Drex Carter,0.731,0.5515,0.8109999999999999,0.353,0.5186725,drex carter
Drexciya,0.4658169811320754,0.7499811320754718,0.7086037735849056,0.03701293037735849,0.648502641509434,drexciya
Dreysson Rodrigues;MC Gui Andrade;DJ Léo BQ,0.331,0.476,0.95,0.0109,0.62018,dreysson rodrigues;mc gui andrade;dj léo bq
Drezdenko - Kubas,0.977,0.977,0.651,0.0203,0.70016,drezdenko - kubas
Drics,0.0398,0.385,0.73,0.283,0.60012,drics
Dritte Wahl,0.7275,0.7885,0.5880000000000001,0.015545,0.5650275,dritte wahl
Dro Kenji,0.348,0.6487999999999999,0.7274,0.10124,0.682397,dro kenji
Dro Kenji;$NOT,0.202,0.58,0.77,0.0136,0.5799,dro kenji;$not
Dro Kenji;DC The Don,0.186,0.639,0.437,0.00383,0.500275,dro kenji;dc the don
Dro Kenji;KA$HDAMI,0.459,0.5,0.737,0.0321,0.699175,dro kenji;ka$hdami
Dro Kenji;Mike Dimes,0.209,0.472,0.845,0.114,0.6250399999999999,dro kenji;mike dimes
Dro Kenji;Scorey;Internet Money,0.32,0.493,0.799,0.0714,0.460015,dro kenji;scorey;internet money
Drokz,0.08960000000000001,0.927,0.6699999999999999,0.05050835,0.54966,drokz
Drokz;Akira;Tripped,0.263,0.998,0.55,0.000299,0.599925,drokz;akira;tripped
Drone,0.149,0.0555,0.198,0.844,0.362105,drone
Dropdead,0.16602,0.9846,0.2824,0.0016543200000000001,0.562856,dropdead
Dropkick Murphys,0.6,0.928,0.452,0.000706,0.64594,dropkick murphys
Droplex,0.16595000000000001,0.6525,0.869,0.025498749999999997,0.639995,droplex
Droplex;Mark Dekoda,0.15,0.533,0.934,0.00694,0.640005,droplex;mark dekoda
Dropped Out;mohit;Yashraj,0.191,0.59,0.703,0.646,0.43557,dropped out;mohit;yashraj
Drossel,0.962,0.79,0.68,0.0827,0.73512,drossel
Drowning Pool,0.44735714285714284,0.8482857142857142,0.5841428571428571,0.0011159142857142857,0.572595,drowning pool
Drowsy Teddy,0.36033333333333334,0.017833333333333333,0.309,0.9956666666666667,0.46439499999999995,drowsy teddy
Drugdealer;Weyes Blood,0.585,0.465,0.651,0.503,0.53875,drugdealer;weyes blood
Drumattic Twins,0.6359999999999999,0.9061999999999999,0.7028000000000001,0.0066376000000000004,0.660009,drumattic twins
Drumsound & Bassline Smith,0.16525714285714285,0.942,0.511,0.01599942857142857,0.7591478571428573,drumsound & bassline smith
Drumsound & Bassline Smith;A.M.C.,0.1,0.949,0.311,0.0067,0.86926,drumsound & bassline smith;a.m.c.
Drumsound & Bassline Smith;Ayah Marar,0.43,0.826,0.432,0.00147,0.87007,drumsound & bassline smith;ayah marar
Drumsound & Bassline Smith;Fleur,0.511,0.845,0.49,0.00636,0.869885,drumsound & bassline smith;fleur
Drunk High Jinks,0.82,0.927,0.45,0.0122,0.9503900000000001,drunk high jinks
Drunk Mums,0.7855,0.787,0.5145,0.0383,0.7711625,drunk mums
Dry Bar Comedy,0.7045,0.5975,0.4955,0.757,0.6590775,dry bar comedy
Dryft,0.07915,0.47350000000000003,0.2945,0.01789,0.60239,dryft
Drängarna,0.8456666666666667,0.8506666666666667,0.7143333333333334,0.1025,0.60661,drängarna
Dua Lipa,0.7022352941176471,0.7155882352941176,0.7189411764705882,0.16184235294117646,0.5651058823529411,dua lipa
Dua Lipa;BLACKPINK,0.63,0.729,0.675,0.0557,0.49993000000000004,dua lipa;blackpink
Dua Lipa;DaBaby,0.9149999999999999,0.825,0.702,0.00883,0.514885,dua lipa;dababy
Dua Lipa;Erika de Casier,0.666,0.854,0.603,0.00667,0.7351949999999999,dua lipa;erika de casier
